UID,주거 형태,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,채무 불이행 여부
TRAIN_00189,월세,2368194,7년,0,13,10.6,940734,0,25,0,부채 통합,단기 상환,457521,526315.5,51619.5,798,0
TRAIN_00190,주택 담보 대출 (거주 중),1822138.5,10년 이상,0,7,39,3326169,0,63,0,의료비,단기 상환,121434,84595.5,3595.5,798,0
TRAIN_00191,주택 담보 대출 (거주 중),1463998.5,1년 미만,0,11,20.5,697236,0,60,0,부채 통합,장기 상환,676774.5,248103,0,664,1
TRAIN_00192,월세,1732974,10년 이상,0,11,17,250267.5,1,27,0,부채 통합,장기 상환,557448,457002,10608,724,1
TRAIN_00193,주택 담보 대출 (거주 중),5577949.5,10년 이상,0,11,27.7,1331095.5,0,43,0,부채 통합,단기 상환,300828,197820,54361.5,809,0
TRAIN_00194,자가,1827709.5,10년 이상,0,16,16.6,653551.5,0,13,0,기타,단기 상환,542934,143853,14757,689,0
TRAIN_00195,자가,1136979,2년,0,8,20.6,395607,0,21,0,결혼 자금,단기 상환,314496,27517.5,23718,715,1
TRAIN_00196,월세,1213462.5,2년,0,12,16.6,549424.5,0,0,0,부채 통합,장기 상환,490843.5,319426.5,22093.5,751,0
TRAIN_00197,주택 담보 대출 (거주 중),5872459.5,10년 이상,0,30,35.1,7607965.5,0,3,0,기타,단기 상환,1161709.5,1214463,86530.5,727,0
TRAIN_00198,주택 담보 대출 (거주 중),3541209,2년,0,26,34.7,5362422,0,36,0,부채 통합,단기 상환,553848,1148958,42174,811,0
TRAIN_00199,월세,2456953.5,5년,2,9,19,652807.5,0,28,0,부채 통합,단기 상환,434601,357661.5,73219.5,795,0
TRAIN_00200,자가,1641262.5,5년,1,15,22.3,1079985,1,75,0,부채 통합,단기 상환,538075.5,508680,51801,809,0
TRAIN_00201,월세,1481467.5,10년 이상,0,23,22.6,627444,0,16,0,부채 통합,단기 상환,429366,250942.5,33655.5,798,0
TRAIN_00202,월세,1350441,1년 미만,1,20,18.6,1836096,1,38,0,부채 통합,단기 상환,544282.5,552936,23244,805,1
TRAIN_00203,자가,1549047,5년,0,12,11.7,543841.5,0,12,0,기타,장기 상환,518680.5,42139.5,6018,667,0
TRAIN_00204,월세,1079019,9년,0,11,20.1,519346.5,1,21,0,부채 통합,단기 상환,500904,219666,14488.5,793,0
TRAIN_00205,주택 담보 대출 (거주 중),1976088,7년,2,15,20.5,111289.5,5,49,3,부채 통합,단기 상환,422005.5,599053.5,40309.5,742,0
TRAIN_00206,자가,1652062.5,2년,0,11,25.8,3359040,0,32,0,부채 통합,장기 상환,409767,348346.5,31530,791,1
TRAIN_00207,월세,728907,1년,0,13,14.3,1368360,1,17,1,부채 통합,단기 상환,297915,565695,15594,796,1
TRAIN_00208,주택 담보 대출 (거주 중),6887481,10년 이상,0,21,24.2,5609890.5,0,1,0,부채 통합,단기 상환,1196568,1013458.5,14401.5,798,0
TRAIN_00209,월세,2296608,10년 이상,0,10,15.5,300501,1,36,0,부채 통합,단기 상환,292785,95784,8722.5,793,1
TRAIN_00210,주택 담보 대출 (거주 중),1265832,10년 이상,0,7,11.2,278416.5,0,4,0,부채 통합,단기 상환,327442.5,127464,40560,744,0
TRAIN_00211,월세,1033071,2년,0,4,11.3,34339.5,0,24,0,여행 자금,단기 상환,320397,133072.5,1471.5,796,0
TRAIN_00212,주택 담보 대출 (거주 중),976369.5,2년,0,12,17.9,1027374,0,22,0,자동차 구매,장기 상환,335053.5,167115,15537,793,1
TRAIN_00213,자가,1424667,10년 이상,0,6,15.1,458644.5,0,8,0,주택 개보수,단기 상환,539269.5,52908,14280,756,1
TRAIN_00214,주택 담보 대출 (거주 중),1376017.5,2년,0,20,15.6,809563.5,1,23,1,주택 개보수,단기 상환,515754,257364,19947,809,0
TRAIN_00215,주택 담보 대출 (거주 중),4461733.5,9년,0,13,24.5,770170.5,1,58,1,부채 통합,단기 상환,510592.5,116184,24181.5,795,0
TRAIN_00216,자가,1277005.5,10년 이상,0,7,10.1,325549.5,0,9,0,기타,장기 상환,494452.5,160903.5,3948,633,0
TRAIN_00217,월세,2772874.5,8년,0,13,26.7,1266180,0,27,0,부채 통합,단기 상환,384456,469476,13483.5,800,0
TRAIN_00218,월세,793170,2년,0,11,14.1,1036842,0,69,0,부채 통합,단기 상환,360636,132907.5,11793,702,0
TRAIN_00219,월세,1326862.5,6년,1,7,11.4,1196586,1,32,0,부채 통합,단기 상환,426324,391200,11188.5,685,1
TRAIN_00220,주택 담보 대출 (거주 중),1526349,2년,0,4,31.1,466215,0,37,0,사업 대출,단기 상환,151795.5,4969.5,10768.5,705,1
TRAIN_00221,주택 담보 대출 (거주 중),1679530.5,10년 이상,0,20,35,560187,0,13,0,부채 통합,단기 상환,260700,407248.5,24252,796,0
TRAIN_00222,월세,1769806.5,10년 이상,1,8,33.7,855159,1,14,1,부채 통합,단기 상환,261822,150826.5,13167,820,0
TRAIN_00223,자가,1654845,10년 이상,0,14,17.8,1459878,0,30,0,부채 통합,장기 상환,626224.5,1195656,43008,700,1
TRAIN_00224,월세,1497250.5,10년 이상,0,8,12.5,554398.5,0,24,0,부채 통합,단기 상환,492894,259656,23511,753,0
TRAIN_00225,월세,4761228,10년 이상,0,9,23.7,1273827,1,27,0,부채 통합,단기 상환,1021899,509472,31690.5,791,0
TRAIN_00226,자가,2635171.5,8년,0,16,21.1,1652907,5,26,3,부채 통합,단기 상환,676122,1095832.5,22236,767,0
TRAIN_00227,주택 담보 대출 (거주 중),3004198.5,10년 이상,1,12,34.9,5070160.5,0,27,0,부채 통합,장기 상환,1070649,1395601.5,37648.5,791,0
TRAIN_00228,자가,954388.5,10년 이상,0,9,15.3,0,0,16,0,부채 통합,장기 상환,693324,57351,3670.5,533,0
TRAIN_00229,월세,2609683.5,1년 미만,1,11,14.2,1119220.5,2,31,1,부채 통합,장기 상환,524961,394699.5,23064,738,1
TRAIN_00230,주택 담보 대출 (거주 중),2526490.5,5년,0,12,17.9,1073667,0,5,0,부채 통합,장기 상환,656028,421857,33510,556,1
TRAIN_00231,월세,822576,2년,0,16,15.8,1249338,0,14,0,부채 통합,단기 상환,54636,246879,3318,800,1
TRAIN_00232,주택 담보 대출 (거주 중),3988482,9년,1,13,16.7,312778.5,1,65,1,부채 통합,단기 상환,567648,84234,19414.5,802,0
TRAIN_00233,월세,1229139,2년,0,10,12.3,578166,0,32,0,부채 통합,단기 상환,190596,150259.5,16557,695,0
TRAIN_00234,자가,1484602.5,2년,0,26,26.6,813265.5,0,14,0,부채 통합,단기 상환,439929,210189,21913.5,798,1
TRAIN_00235,주택 담보 대출 (거주 중),4399089,8년,1,9,30,1218217.5,2,25,0,주택 개보수,장기 상환,1247427,173898,32821.5,800,0
TRAIN_00236,주택 담보 대출 (거주 중),1145832,10년 이상,0,7,10.4,0,0,30,0,부채 통합,장기 상환,540819,81733.5,11455.5,780,0
TRAIN_00237,주택 담보 대출 (거주 중),2973043.5,10년 이상,6,24,19.3,4244239.5,0,26,0,기타,단기 상환,513661.5,767008.5,42273,762,0
TRAIN_00238,자가,2189196,6년,0,13,25.5,9236686.5,0,21,0,부채 통합,단기 상환,488746.5,351483,36844.5,800,0
TRAIN_00239,주택 담보 대출 (거주 중),1119148.5,8년,0,11,20.3,0,1,16,0,주택 개보수,단기 상환,447754.5,119742,2713.5,796,0
TRAIN_00240,월세,1294471.5,1년,0,9,10.2,800749.5,0,32,0,기타,장기 상환,579703.5,287542.5,11919,731,1
TRAIN_00241,자가,1599030,1년 미만,0,10,16.3,1122769.5,0,13,0,부채 통합,장기 상환,403114.5,626205,23443.5,798,1
TRAIN_00242,월세,1750888.5,8년,2,12,16.6,980898,5,38,3,부채 통합,단기 상환,228336,275826,14877,793,0
TRAIN_00243,주택 담보 대출 (거주 중),5654485.5,1년,0,29,26.7,3694105.5,2,57,3,부채 통합,단기 상환,544572,147606,29853,798,0
TRAIN_00244,월세,1697163,10년 이상,1,20,14.3,1243573.5,4,28,0,부채 통합,단기 상환,561517.5,389748,30048,811,0
TRAIN_00245,월세,1152190.5,8년,0,8,16.6,1154550,0,24,0,부채 통합,단기 상환,368637,579567,12280.5,791,1
TRAIN_00246,월세,2140638,2년,0,9,16.4,710091,0,24,0,부채 통합,단기 상환,204058.5,410835,8989.5,744,1
TRAIN_00247,월세,770592,1년,0,14,13.5,787690.5,0,30,0,부채 통합,장기 상환,527028,152391,14706,756,1
TRAIN_00248,자가,1969381.5,4년,0,8,14.2,430942.5,1,28,0,부채 통합,단기 상환,533961,427681.5,12303,755,1
TRAIN_00249,주택 담보 대출 (거주 중),3484996.5,10년 이상,0,19,26.1,445992,0,8,0,휴가 비용,장기 상환,1201552.5,119490,17919,687,0
TRAIN_00250,월세,961593,10년 이상,0,9,12.3,426381,0,25,0,부채 통합,단기 상환,163236,418797,13567.5,775,1
TRAIN_00251,월세,2061922.5,8년,0,11,24.2,650245.5,2,71,3,의료비,단기 상환,101943,252900,9952.5,811,0
TRAIN_00252,자가,670779,2년,0,10,12.8,213610.5,0,2,0,부채 통합,장기 상환,510640.5,103908,1351.5,787,1
TRAIN_00253,월세,927036,10년 이상,0,12,13.8,561430.5,0,23,0,부채 통합,단기 상환,288706.5,610497,41955,764,0
TRAIN_00254,주택 담보 대출 (거주 중),2299081.5,8년,0,9,24.4,796726.5,2,40,0,기타,단기 상환,179067,151018.5,10912.5,776,0
TRAIN_00255,월세,1189219.5,2년,0,12,8.4,647067,0,23,0,부채 통합,단기 상환,609364.5,338995.5,31513.5,756,0
TRAIN_00256,주택 담보 대출 (거주 중),1651306.5,10년 이상,0,7,14.9,607366.5,0,26,0,기타,단기 상환,390594,133599,23442,813,0
TRAIN_00257,주택 담보 대출 (거주 중),1065621,2년,0,20,14,993261,1,22,0,부채 통합,장기 상환,811369.5,234222,34243.5,720,1
TRAIN_00258,주택 담보 대출 (거주 중),1766988,2년,0,10,21.7,1120506,0,7,0,부채 통합,장기 상환,509566.5,59370,16249.5,718,0
TRAIN_00259,자가,4258762.5,10년 이상,1,9,29.1,1540422,2,5,0,의료비,장기 상환,1017286.5,169096.5,19930.5,762,0
TRAIN_00260,주택 담보 대출 (거주 중),2564712,10년 이상,0,10,14.8,926425.5,0,46,0,부채 통합,장기 상환,709537.5,443998.5,31998,685,0
TRAIN_00261,주택 담보 대출 (거주 중),1709676,4년,0,12,18.3,838405.5,1,21,1,부채 통합,단기 상환,543258,204714,9729,798,0
TRAIN_00262,주택 담보 대출 (거주 중),1054783.5,2년,0,9,29.2,118900.5,0,20,0,부채 통합,단기 상환,516949.5,473401.5,19089,718,0
TRAIN_00263,자가,1124671.5,1년 미만,0,11,16.4,575623.5,0,25,0,기타,장기 상환,276708,104992.5,5863.5,742,1
TRAIN_00264,주택 담보 대출 (거주 중),1370628,4년,0,14,16,332337,5,67,3,부채 통합,단기 상환,321462,271542,32433,805,1
TRAIN_00265,월세,800338.5,1년,0,9,13.7,556780.5,0,31,0,부채 통합,단기 상환,238138.5,447999,4723.5,793,0
TRAIN_00266,월세,1477974,10년 이상,0,15,13.6,656422.5,0,77,0,부채 통합,단기 상환,234861,439812,10164,784,0
TRAIN_00267,월세,2011302,10년 이상,0,6,14.3,825522,1,72,0,부채 통합,단기 상환,457684.5,290511,17706,802,1
TRAIN_00268,월세,1858729.5,10년 이상,0,9,43.1,2405590.5,0,6,0,부채 통합,단기 상환,683247,597795,31534.5,789,0
TRAIN_00269,월세,1526140.5,10년 이상,0,12,14.8,693225,0,16,0,부채 통합,단기 상환,153835.5,584278.5,44265,805,0
TRAIN_00270,월세,1709898,9년,1,10,14.6,663120,1,43,0,부채 통합,단기 상환,381460.5,230212.5,5823,800,0
TRAIN_00271,자가,2381289,2년,0,8,19.6,800458.5,0,14,0,주택 개보수,장기 상환,211477.5,128791.5,24211.5,613,0
TRAIN_00272,월세,1427275.5,10년 이상,0,10,18.2,444162,1,26,1,부채 통합,단기 상환,310183.5,340308,12465,805,0
TRAIN_00273,월세,1650072,4년,4,14,15.1,508662,5,28,3,부채 통합,장기 상환,739471.5,414921,32197.5,673,1
TRAIN_00274,자가,2022898.5,5년,4,9,11.4,0,6,40,0,고액 구매,장기 상환,970194,37524,30414,636,0
TRAIN_00275,주택 담보 대출 (거주 중),2473041,3년,0,13,16.6,1046632.5,1,51,1,부채 통합,장기 상환,408207,1614099,32152.5,764,0
TRAIN_00276,월세,1129723.5,1년 미만,0,12,17.6,333609,0,26,0,부채 통합,단기 상환,152620.5,442870.5,13689,753,0
TRAIN_00277,월세,3258190.5,10년 이상,0,16,12.7,649371,1,23,0,의료비,단기 상환,1257306,356880,47152.5,787,0
TRAIN_00278,주택 담보 대출 (거주 중),3207612,10년 이상,0,9,32.1,6692910,0,1,0,주택 개보수,장기 상환,949537.5,951664.5,54807,800,0
TRAIN_00279,월세,1544187,2년,0,13,12.9,819204,1,29,0,부채 통합,단기 상환,385774.5,157489.5,21438,793,0
TRAIN_00280,자가,1046767.5,1년,0,16,12.8,345859.5,0,59,0,부채 통합,장기 상환,625518,371808,19048.5,664,1
TRAIN_00281,주택 담보 대출 (거주 중),1996824,5년,0,11,34.5,543478.5,1,6,1,부채 통합,단기 상환,430143,111904.5,25702.5,789,0
TRAIN_00282,자가,394207.5,10년 이상,0,9,16.5,507552,0,38,0,부채 통합,단기 상환,204559.5,106431,20478,804,1
TRAIN_00283,월세,1296084,1년,0,13,13.1,532605,0,38,0,부채 통합,장기 상환,305587.5,399889.5,8125.5,684,0
TRAIN_00284,자가,1283976,7년,0,21,17.8,4653409.5,0,56,0,부채 통합,장기 상환,704932.5,494799,32811,687,1
TRAIN_00285,자가,986175,10년 이상,0,10,15.8,903564,2,3,1,부채 통합,단기 상환,154269,221164.5,17604,798,0
TRAIN_00286,자가,1901493,10년 이상,0,10,24.2,1014066,0,12,0,부채 통합,장기 상환,1084333.5,190155,22948.5,789,0
TRAIN_00287,월세,1470829.5,10년 이상,0,17,27,678631.5,0,39,0,부채 통합,단기 상환,411886.5,437434.5,14185.5,749,1
TRAIN_00288,자가,2008162.5,10년 이상,0,5,28.9,150964.5,1,42,0,부채 통합,장기 상환,319396.5,367131,24171,713,0
TRAIN_00289,월세,11232927,10년 이상,0,14,39.3,1545669,0,21,0,부채 통합,장기 상환,489370.5,1237620,46704,704,1
TRAIN_00290,월세,1075350,10년 이상,0,13,12.1,195427.5,0,6,0,부채 통합,장기 상환,630682.5,507013.5,22470,740,1
TRAIN_00291,월세,1500559.5,1년,0,25,16,912673.5,0,36,0,부채 통합,장기 상환,365061,550477.5,14754,773,1
TRAIN_00292,주택 담보 대출 (거주 중),1829833.5,10년 이상,0,17,20.8,1162719,0,64,1,부채 통합,단기 상환,533989.5,418156.5,42258,802,0
TRAIN_00293,주택 담보 대출 (거주 중),1842592.5,6년,0,6,16.3,339502.5,2,7,1,부채 통합,단기 상환,547104,103698,17542.5,795,0
TRAIN_00294,주택 담보 대출 (거주 중),4727529,10년 이상,0,20,31.7,6659485.5,1,16,0,주택 개보수,단기 상환,1065720,950812.5,31965,807,0
TRAIN_00295,주택 담보 대출 (거주 중),1629828,2년,0,19,18.2,1103175,0,15,0,주택 개보수,단기 상환,415974,164556,26155.5,680,1
TRAIN_00296,주택 담보 대출 (거주 중),1621336.5,5년,1,7,15.3,519141,5,45,2,부채 통합,단기 상환,946350,380370,19711.5,718,0
TRAIN_00297,자가,1121506.5,1년,0,20,14.8,501252,0,17,0,부채 통합,단기 상환,486024,345672,43329,807,1
TRAIN_00298,월세,1190203.5,10년 이상,0,20,15.5,784152,0,23,0,기타,단기 상환,659572.5,437361,15093,773,0
TRAIN_00299,자가,1424596.5,4년,0,20,27.1,3861403.5,0,9,0,부채 통합,단기 상환,391380,356791.5,39801,796,0
TRAIN_00300,자가,1037920.5,2년,0,8,18.4,169170,0,14,0,사업 대출,단기 상환,201772.5,63948,9991.5,767,1
TRAIN_00301,자가,3385996.5,5년,0,15,22.9,1020282,1,38,0,부채 통합,장기 상환,848268,198259.5,24927,796,0
TRAIN_00302,자가,1173382.5,1년,0,6,8.1,0,0,68,0,부채 통합,장기 상환,717627,182296.5,9352.5,680,1
TRAIN_00303,주택 담보 대출 (거주 중),3122467.5,10년 이상,0,20,29.4,1526748,0,11,0,부채 통합,단기 상환,874983,1501183.5,40270.5,795,0
TRAIN_00304,월세,1650067.5,8년,0,15,18.2,91384.5,2,48,3,부채 통합,단기 상환,394416,239878.5,24021,767,0
TRAIN_00305,월세,1444162.5,10년 이상,0,6,9.3,951570,0,34,0,기타,장기 상환,459967.5,503491.5,44629.5,695,0
TRAIN_00306,자가,1296831,10년 이상,0,9,12.8,548878.5,0,71,3,부채 통합,장기 상환,870544.5,545839.5,7365,625,1
TRAIN_00307,주택 담보 대출 (거주 중),3366291,7년,0,14,35.3,1512595.5,0,57,0,부채 통합,장기 상환,560050.5,589848,38808,711,1
TRAIN_00308,자가,1241602.5,9년,0,19,24,426903,2,40,3,부채 통합,단기 상환,315816,103437,26721,744,0
TRAIN_00309,월세,907744.5,7년,0,12,9.7,1207527,0,64,0,부채 통합,단기 상환,357303,512671.5,7077,684,1
TRAIN_00310,주택 담보 대출 (거주 중),1555210.5,10년 이상,0,10,31.3,2284.5,1,32,1,부채 통합,단기 상환,337420.5,28440,11850,804,0
TRAIN_00311,주택 담보 대출 (거주 중),2595672,1년 미만,0,5,19.8,863146.5,0,11,0,사업 대출,장기 상환,747693,112026,11560.5,569,0
TRAIN_00312,주택 담보 대출 (거주 중),2050692,2년,0,30,17.2,1362840,1,22,0,부채 통합,장기 상환,363321,849219,37987.5,664,1
TRAIN_00313,주택 담보 대출 (비거주 중),3702075,8년,0,13,36.1,1040640,6,33,3,의료비,단기 상환,469728,431695.5,14622,762,1
TRAIN_00314,자가,1590112.5,10년 이상,0,15,19,972990,0,50,0,부채 통합,단기 상환,319528.5,141369,5916,667,0
TRAIN_00315,월세,1371337.5,10년 이상,0,7,10.7,143950.5,1,27,0,부채 통합,단기 상환,368692.5,327867,14731.5,791,1
TRAIN_00316,월세,2506758,1년 미만,0,14,18,5139646.5,0,9,0,주택 개보수,단기 상환,1123092,242484,30121.5,756,1
TRAIN_00317,자가,1234674,4년,0,12,13.5,696351,0,31,0,주택 개보수,단기 상환,421656,384294,16561.5,736,1
TRAIN_00318,월세,1129635,6년,0,11,11.3,597177,0,37,0,부채 통합,단기 상환,226918.5,291441,13209,740,0
TRAIN_00319,월세,1964751,6년,0,13,14.8,1085485.5,1,34,1,부채 통합,단기 상환,305122.5,178476,7485,785,0
TRAIN_00320,자가,1328392.5,5년,0,10,15.6,808879.5,0,11,0,기타,장기 상환,180084,147834,23638.5,604,0
TRAIN_00321,월세,1433208,8년,1,12,9.7,342267,1,35,1,부채 통합,단기 상환,220957.5,128830.5,8397,805,1
TRAIN_00322,주택 담보 대출 (거주 중),1527250.5,8년,0,22,27.6,1272777,1,64,1,부채 통합,장기 상환,537168,523887,32313,691,0
TRAIN_00323,주택 담보 대출 (거주 중),2186853,10년 이상,0,4,23.1,793153.5,0,8,0,부채 통합,단기 상환,150636,155970,28437,767,0
TRAIN_00324,주택 담보 대출 (거주 중),2351077.5,7년,0,18,29.2,5370183,1,7,0,주택 개보수,단기 상환,1299388.5,1009183.5,102586.5,813,0
TRAIN_00325,주택 담보 대출 (거주 중),2287161,10년 이상,0,14,17.6,619015.5,0,22,0,부채 통합,장기 상환,589338,339784.5,24601.5,715,1
TRAIN_00326,월세,922489.5,1년,0,9,14.1,934765.5,1,20,0,부채 통합,단기 상환,209400,210481.5,12528,795,1
TRAIN_00327,월세,1757622,2년,0,6,14.5,1162062,0,27,0,부채 통합,장기 상환,487821,310563,8272.5,696,1
TRAIN_00328,주택 담보 대출 (거주 중),2333535,3년,0,11,34.8,3637722,0,27,0,부채 통합,장기 상환,1065879,874060.5,68454,684,0
TRAIN_00329,주택 담보 대출 (거주 중),3356185.5,10년 이상,0,10,27.3,3372126,0,9,0,기타,단기 상환,1111452,768106.5,23737.5,793,0
TRAIN_00330,주택 담보 대출 (거주 중),5872951.5,7년,0,13,22,5345317.5,0,35,0,부채 통합,장기 상환,1341478.5,1137342,153574.5,805,0
TRAIN_00331,월세,3989158.5,10년 이상,0,9,41,1461751.5,0,28,0,부채 통합,단기 상환,633261,664473,31521,796,0
TRAIN_00332,월세,8579725.5,7년,0,15,28.5,1003693.5,1,30,1,부채 통합,단기 상환,631351.5,528891,56671.5,802,0
TRAIN_00333,자가,1524376.5,2년,0,11,10.6,1260615,0,31,0,부채 통합,단기 상환,158428.5,225976.5,11013,727,0
TRAIN_00334,주택 담보 대출 (거주 중),1636953,10년 이상,0,7,12.9,0,0,20,0,여행 자금,단기 상환,436252.5,206412,15906,789,0
TRAIN_00335,주택 담보 대출 (거주 중),1889481,10년 이상,0,13,34.9,504486,1,43,1,부채 통합,단기 상환,566290.5,431443.5,8680.5,802,1
TRAIN_00336,주택 담보 대출 (거주 중),1451895,10년 이상,0,12,12.1,628785,0,16,0,부채 통합,단기 상환,369727.5,258160.5,16759.5,802,1
TRAIN_00337,월세,1389165,1년 미만,0,2,15.8,0,1,82,0,부채 통합,단기 상환,302230.5,235650,5706,796,0
TRAIN_00338,월세,856128,10년 이상,0,8,17.6,367738.5,0,38,0,부채 통합,단기 상환,515059.5,150255,17232,698,0
TRAIN_00339,자가,1346082,10년 이상,0,23,28,403248,0,67,0,기타,단기 상환,385365,181059,15810,805,0
TRAIN_00340,월세,1274574,8년,1,13,15.9,1116178.5,2,66,3,부채 통합,장기 상환,502732.5,629707.5,21673.5,711,0
TRAIN_00341,주택 담보 대출 (거주 중),3176314.5,5년,0,9,19.1,382804.5,0,10,0,부채 통합,장기 상환,701944.5,79701,35820,660,0
TRAIN_00342,월세,1286703,10년 이상,0,11,17,797661,0,32,0,부채 통합,단기 상환,470415,513696,19516.5,775,0
TRAIN_00343,자가,2311869,5년,0,12,17.2,34270.5,0,36,0,부채 통합,장기 상환,716158.5,250339.5,26659.5,649,1
TRAIN_00344,주택 담보 대출 (거주 중),2392014,2년,0,12,17.3,1242358.5,0,6,0,부채 통합,단기 상환,371245.5,254259,24999,724,0
TRAIN_00345,자가,861232.5,10년 이상,0,6,21.4,46665,0,14,0,부채 통합,단기 상환,178701,27892.5,0,713,0
TRAIN_00346,월세,1507774.5,8년,0,14,21.1,1116886.5,1,16,1,부채 통합,단기 상환,447705,458622,32001,800,0
TRAIN_00347,월세,1350861,1년,0,18,20.2,510769.5,0,30,0,부채 통합,장기 상환,318474,364333.5,19260,727,1
TRAIN_00348,월세,838780.5,9년,0,8,12.3,463308,0,18,0,부채 통합,장기 상환,539184,298860,19647,758,1
